Filename,Original,Translate,Translate_GPT_1
fiore_204.csv,E quello Schifo molto s’assicura.,E quello Schifo si rafforzò molto.,Quella Ripugnanza si intensificò notevolmente.
fiore_204.csv,"Idio e tutti i santi ciaschun giura,","Dio e tutti i santi ciascuno giura,","Dio e tutti i beati ognuno promette,"
fiore_204.csv,Ched ele ’l mi faranno conperare:,Che mi faranno penitere:,Che mi costeranno riparazione.
fiore_204.csv,Allor ciascun mi cominciò a buttare;,Allora ognuno cominciò a maltrattarmi;,Allora ognuno cominciò a trattarmi male.
fiore_204.csv,Molto mi fecier dispett’e ladura;,Mi fecero molto dispetti e dolore;,Mi procurarono notevole afflizione e tormento.
fiore_204.csv,"E’ disson ch’i’ avea troppo fallato,","Dissero che avevo troppo sbagliato,",Affermarono che avevo commesso troppi errori.
fiore_204.csv,"Po’ che Bellacoglienza, per su’ onore,","Poiché Bellacoglienza, per il suo onore,"," non accettòPoiché Bellacoglienza, per suo rispetto, non tollerò."
fiore_204.csv,"E lei e ’l suo m’avea abandonato,","E lei e il suo avevano abbandonato me,","E lei e il suo congiunto avevano abdicato da me,"
fiore_204.csv,Ched i’ pensava d’inbolarle il Fiore.,Perché pensavo di ingannare il Fiore.,Perché credevo di imbrogliare il Fiore.
fiore_204.csv,"Dritt’era, ch’i’ ne fosse gastigato,","Era giusto che fossi castigato,",Era giusto che fossi punito.
fiore_204.csv,Sì ch’i’ ne stesse ma’ senpre in dolore.,Così che stessi sempre in dolore.,Così che rimanessi perennemente sofferente.
fiore_205.csv,Allor Bellacoglienza fu fermata,Allora Bellacoglienza fu fermata,"In quel momento, Bellacoglienza venne bloccata."
fiore_205.csv,"Da questi tre portier’ sotto tre porte,",Da questi tre guardie sotto tre porte,Da queste tre sentinelle sotto tre varchi
fiore_205.csv,E’ con una catena molto forte,Con una catena molto forte,Con una catena molto robusta
fiore_205.csv,Quella gientil ebero ’ncatenata.,Quella gentile fu incatenata.,Quella benigna fu imprigionata.
fiore_205.csv,"Po’ corser sopra me, quella brigata,",Poi corsero su di me quella banda,Quindi quel gruppo si precipitò su di me
fiore_205.csv,E disson: «Sopra te cadran le sorte».,"E dissero: ""Su di te cadranno le sorti"".","Esclamarono: ""Ti incomberanno i destini""."
fiore_205.csv,"Allor credetti ben riciever morte,","Allora credetti di ricevere la morte,",Allora pensai di incontrare l'estinzione.
fiore_205.csv,Tanto faciean di me gran malmenata:,Tanto mi facevano una gran malmenata:,Tanto mi infliggevano una grande persecuzione.
fiore_205.csv,Sì ch’i’ misericordia domandai,Così chiesi misericordia,Così supplicai clemenza.
fiore_205.csv,"A Paura, a Vergognia, e a quel crudele,","A Paura, a Vergognia, e a quel crudele,"," indomito doloreUn Timore, una Shame, e quell'implacabile, insopportabile sofferenza."
fiore_205.csv,Ma i•nessuna guisa la trovai.,Ma in nessun modo la trovai.,In nessuna circostanza la scovai.
fiore_205.csv,Ciascun sì m’era più amar che fele;,Ciascuno era più amaro di fiele;,Ciascuno era più acerbo di veleno.
fiore_205.csv,Per molte volte «Merzé!» lor gridai:,"Per molte volte ""Misericordia!"" loro gridai:","Per numerose occasioni ""Pietà!"" loro urlai."
fiore_205.csv,Que’ mi diciean: «Per niente bele».,"Quelli mi dicevano: ""Per nulla belle"".","Quelli mi dichiaravano: ""Assolutamente brutte""."
fiore_206.csv,"Come costor m’andavar tormentando,","Mentre costoro andavano tormentando me,"," io piangevoMentre costoro mi tormentavano, io singhiozzavo"
fiore_206.csv,"E l’oste al Die d’Amor si fu sentita,",L'oste di Dio d'Amore fu sentita, da tuttiL'esortazione di Dio d'Amore fu avvertita da ogni persona
fiore_206.csv,E’ sì cogniobor ch’i’ avea infralita,E così conobbero che avevo infranto, la regolaE così scoprirono che avevo violato la norma.
fiore_206.csv,La bocie: inmantenente miser bando,Il giuramento: subito ordinarono,Il voto: immediatamente comandarono
fiore_206.csv,Che ciascun si vada apparechiando,Che ciascuno si vada a preparare,Che ciascuno si appresti
fiore_206.csv,"A me socorere a canpar la vita,","A soccorrermi a comprare la vita,"," mi ha aiutatoA salvarmi e acquistare esistenza, mi è stato d'aiuto."
fiore_206.csv,"Ch’ella sarebe in poco d’or fallita,",Che sarebbe stata in breve tempo perduta,Che sarebbe stata in poco tempo svanita
fiore_206.csv,Sed e’ no•mi veniser confortando.,Se non mi fosse stato dato conforto.,Se non mi fosse stato fornito sollievo.
fiore_206.csv,"Quando   i portir’ sentiron quel baratto,","Quando le guardie sentirono baratto,"," si precipitaronoQuando le sentinelle percepirono il contrattare, si affrettarono."
fiore_206.csv,Inmantenente tra lor si giuraro,Immediatamente tra loro giurarono, fedeltàSubito tra di loro giurarono lealtà.
fiore_206.csv,"Di non renderla a forza, né a patto;","Di non restituirla con la forza, né con il patto;","Di non riaverla con la violenza, né con l'accordo."
fiore_206.csv,E que’ di fuor ancor sì si legaro,E quelli di fuori anch'essi si legarono,Coloro che erano all'esterno si unirono pure.
fiore_206.csv,"Di non partirsi, s’e’ non fosse fatto,","Di non separarsi se non fosse stato fatto,",Di non dividere se non fosse stato stabilito.
fiore_206.csv,E di questo tra•llor si fidanzaro.,E di questo tra di loro si fidanzarono.,E di questo si dichiararono fidanzati.
fiore_207.csv,Francheza si venne primiera mente,Franchezza venne prima con decisione,Schiettezza venne prima con risolutezza.
fiore_207.csv,"Contra lo Schifo, ch’è molto oltragioso,","Contro lo Schifo, che è molto oltraggioso,"," lottiamoCombattiamo contro la ripugnanza, che è estremamente oltraggiosa."
fiore_207.csv,"E per senbianti fiero e coragioso,","E per sembrare fiero e coraggioso,"," lui alzò il mentoE per apparire orgoglioso e valoroso, lui sollevò il viso."
fiore_207.csv,Ma quella venne molto humile mente.,Ma quella venne molto umilmente.,Ma quella si presentò in modo molto umile.
fiore_207.csv,"Lo Schifo sì ponea tropo ben mente,","Lo schifo si poneva troppo beneamente,",L'abominio si comportava troppo gentilmente.
fiore_207.csv,"Ché ’n ben guardar era molto invioso,","Ché era molto invidioso di guardare bene,",Ché era molto geloso di apparire bene.
fiore_207.csv,Che quella non potesse di nascoso,Che quella non potesse di nascosto,Che quella non potesse in segreto
fiore_207.csv,Entrar dentr’a la porta con sua giente.,Entrare dentro la porta con la sua gente.,Penetrare nella soglia con la sua gente.
fiore_207.csv,"Francheza mise mano ad una lancia,","Franceza mise mano alla sua lancia,"," preparandosi a scontrarsiFranceza afferrò la sua lancia, preparando uno scontro."
fiore_207.csv,"Sì s’aperse per dare a quel cagnione,","E si aprì per dare a quel cane,"," un luogo di paceSi spalancò per fornire a quel cane, un posto tranquillo."
fiore_207.csv,E crudel mente   contra lui la lancia.,"e crudelmente la lancia contro di lui,",e brutalmente scagliò la lancia contro di lui.
fiore_207.csv,"Lo Schifo si avea in mano un gran bastone,","Lo schifo aveva in mano un gran bastone,",La ripugnanza teneva in pugno un gran randello.
fiore_207.csv,"E co•lo scudo il colpo sì•llo schiancia,",E con lo scudo il colpo deviò.,E con lo scudo deviò l'impatto.
fiore_207.csv,"E fiede a•llei, e falla gir boccone.","E ferì lei, facendola girare boccone.","E le inflisse un colpo, facendola volteggiare a mezz'aria."
fiore_208.csv,"La lancia a pezi a pezi à dispezata,","La lancia fu distrutta pezzo per pezzo,",La lancia fu demolita frammento per frammento.
fiore_208.csv,"E’ po’ avisa un colpo ismisurato,","Ma poi venne un colpo smisurato,"," che sconvolse tuttoMa poi venne un colpo inaudito, che travolse ogni cosa."
fiore_208.csv,Sì che tutto lo scudo à squartellato:,E tutto lo scudo fu squarciato:,Tutto lo scudo fu lacerato.
fiore_208.csv,"Francheza si è in terra rovesciata,","Francheza è a terra rovesciata,",Franchigia è a terra capovolta.
fiore_208.csv,"E que’ de’ colpi fa gran dimenata,","E quella delle ferite fece un gran rumore,",E quella delle lesioni causò un grande frastuono.
fiore_208.csv,"E la bella «Merzé!» gli à domandato,","E la bella Merze! gli ha domandato,","E la splendida Merze! gli ha interrogato,"
fiore_208.csv,Sì ch’a Pietà ne prese gran peccato:,"Finchè a Pietà ne prese una gran peccato,",Finchè a Pietà ne prese un enorme dispiacere.
fiore_208.csv,Verso il villan sì•ss’è adirizata,Verso il villano si è infuriata,Verso il malvagio si è infuriata
fiore_208.csv,"E con uno spuntone lo gì pungiendo,",e con uno spuntone lo stava pungendo.,e con una lancia lo stava trafiggendo.
fiore_208.csv,"E di lagrime tuttora il bagniava,","E bagnava tuttora di lacrime,",Ella ancora versava fiumi di pianto.
fiore_208.csv,"Sì che ’l villan si venia rendendo,",Finchè il villano veniva ridendo,Finchè il cattivo arrivava ridacchiando
fiore_208.csv,C’aviso gl’iera ched egli afogava.,Da quando pensava di annegare.,Da quando temeva di affogare.
fiore_208.csv,"Allor Vergognia vi venne corendo,",Allora Vergogna venne correndo,Allora Vergogna giunse di corsa
fiore_208.csv,Perché lo Schifo «Socorso!» gridava.,Perchè lo Schifo gridava Aiuto!,Perchè lo Spaventoso strillava Soccorso!
fiore_209.csv,"Vergognia si venne contra Pietade,","Vergognia si oppose alla Pietà,",Umiliazione contrastò con Compassione.
fiore_209.csv,E molto forte mente la minaccia;,E la minacciò con molta forza;,E la minacciò con grande vigore.
fiore_209.csv,"E quella, che dottava sua minaccia,","E lei, che sapeva come rispondere alle minacce,"," rimase calmaE lei, che sapeva come reagire alle intimidazioni, mantenne la compostezza."
fiore_209.csv,"Sì s’aparechia a mostrar  sua bontade,","Si preparava a mostrare la sua bontà,",Si preparava a dimostrare la sua gentilezza.
fiore_209.csv,Ché ben conoscie sua diversitade.,Poiché ben conosceva la diversità,Dato che era ben consapevole della varietà.
fiore_209.csv,"Vergognia a una spada la man caccia,","Vergognia afferrò la spada con una mano,"," mostrando coraggioVergogna impugnò la spada con una mano, dimostrando audacia"
fiore_209.csv,Sì disse: «I’ vo’ ben che ciaschedun saccia,"E disse: ""Io voglio che ciascuno sappia","""E affermò: ""Desidero che tutti siano a conoscenza""."
fiore_209.csv,Ched i’ te pagherò di tue derate!».,"Che ti pagherò per il tuo errore"".",Che ti compenserò per il tuo sbaglio.
fiore_209.csv,"Allora alza la spada a•llei fedire,","Allora sollevò la spada per colpirla,",In seguito alzò la sciabola per assalirla.
fiore_209.csv,"Ma Diletto si venne a•llei atare,","Ma Diletto intervenne per proteggerla,",Ma Diletto intercedette per preservarla.
fiore_209.csv,"E di suo scudo la sepe coprire,","E con il suo scudo la coprì,",E con la sua difesa la protesse.
fiore_209.csv,E poi si torna per lei vendicare.,E poi tornò per vendicarsi di lei.,Successivamente tornò per ritorsione su di lei.
fiore_209.csv,Ma Vergognia sapea sì lo schermire,"Ma Vergognia sapeva ben difendersi,",Ma Vergognia era abile nella difesa.
fiore_209.csv,Che que’ no•lla potea magagniare.,Così che non poté farle nulla.,In modo tale che nulla poteva essere fatto a tal proposito.
fiore_210.csv,"Vergognia mise allor man a la spada,","Vergognia allora mise mano alla spada,",Allora umiliazione afferrò la spada.
fiore_210.csv,E sì se ne vien dritta ver’ Diletto.,E si diresse dritta verso Diletto.,E si dirigé spedita verso Gratificazione.
fiore_210.csv,"Inmantenente lo scudo ebe al petto,","Immediatamente lo scudo ebbe sul petto,",All'istante lo scudo fu indossato sul torace.
fiore_210.csv,"E disse: «Come vuole andar, sì vada,","E disse: ""Vada come deve andare,"," è così che deve essere""E disse: ""Proceda come previsto, è così che dovrebbe essere""."
fiore_210.csv,"Chéd i’ te pur farò votar la strada,","Ma lo farò pentire della sua strada,",Farò in modo che rimpianga il suo percorso.
fiore_210.csv,O tu farai di piana terra letto!».,"O ti farò giacere a terra"".",Ti farò cadere a terra.
fiore_210.csv,"Allor lo fie’ co•molto gran dispetto,","Allora lo colpì con grande rabbia,",Allora lo colpì con grande furore.
fiore_210.csv,"Come colei, c’a uciderlo bada:",Come colei che voleva ucciderlo:,Come colui che aveva l'intento di eliminarlo.
fiore_210.csv,"Sì che l’uccide giù tutto stenduto,","Lo uccise lì tutto steso,",Lo eliminò disteso lì.
fiore_210.csv,E sì li avrebe fesso insino a’ denti.,E avrebbe potuto ferirlo fino ai denti.,Avrebbe potuto colpirlo fino ai denti.
fiore_210.csv,"Ma quando Ben-Cielar l’ebe veduto,","Ma quando Ben-Cielar lo vide,"," rimase sbalorditoMa quando Ben-Cielar lo vide, rimase stupefatto"
fiore_210.csv,"Perciò ch’egli eran distretti parenti,","Poiché erano parenti stretti,"," loro erano molto unitiPoiché erano strettamente imparentati, loro erano estremamente affiatati."
fiore_210.csv,Inmantenente sì gli fecie aiuto.,Immediatamente gli prestò aiuto.,Subito gli fornì assistenza.
fiore_210.csv,Vergognia disse: «I’ vi farò dolenti!».,"Vergognia disse: ""Vi farò soffrire!""","Vergogna dichiarò: ""Vi procurerò tormento!"""
fiore_211.csv,"Molt’era buon guerrier, quel Buon-Cielare,","Era un guerriero molto buono, il Buon-Cielare,"," che difendeva le personeEra un campione di virtù, il Generoso-Cielare, che proteggeva la gente."
fiore_211.csv,"Alzò la spada, e sì fiede Vergognia:","Alzò la spada, e colpì la Vergognia;","Sollevò la lama, e percosse la Disconvenienza."
fiore_211.csv,"Sì gran colpo, ched ella tutta ingrogna,","Il colpo fu così forte che lei è tutta ingrugnata,",Il colpo fu così intenso che lei è tutta scontrosa.
fiore_211.csv,E poco ne fallì d’a•tterra andare.,E quasi la fece cadere a terra.,Lei stava per farla rovinare al suolo.
fiore_211.csv,"E’ poi la cominciò a predicare,","Poi incominciò a predicare,",Quindi iniziò a discorrere.
fiore_211.csv,E disse: «Tu non temi aver vergogna,"E disse: ""Ntu non temi di avere vergogna,"," vero?""E disse: ""Ntu non hai timore di provare imbarazzo, giusto?"""
fiore_211.csv,"Di me, chéd e’ nonn-à, di qui a Bolognia,","di me, Perché non c'è, da qui a Bologna,","Di me, per quale motivo non c'è da queste parti a Bologna?"
fiore_211.csv,"Nessun, c’un fatto saccia me’ cielare","Nessuno che sappia del mio cielare,",Nessuno che sia a conoscenza del mio segreto.
fiore_211.csv,"Che saprò io, e perciò porto i’ ’l nome».","Che saprò io, e perciò porto il nome"," di saggioChe conosco, perciò mi definisco sapiente."
fiore_211.csv,Vergogna   sì non sepe allor che dire.,La Vergognia non seppe cosa dire.,La Vergogna non riuscì a trovare le parole.
fiore_211.csv,"Paura lo sgridò: «Cugina, come","La Paura la rimproverò: ""Cugina, come"," hai potuto?""La Spavento la rimproverò: ""Parente, come avevi possibilità?"""
fiore_211.csv,À’ tu perduto tutto tuo ardire?,Hai perduto tutto il tuo coraggio?,Hai smarrito tutta la tua audacia?
fiore_211.csv,"Or vegh’i’ ben che vita tropp’ò durome,","Ora vedo che la vita è troppo dura,",Ora constato che la vita è troppo difficile.
fiore_211.csv,Quando tu ài paura di morire».,"Quando hai paura di morire"".",Quando temi la morte.
fiore_212.csv,"A la sua spada mise man Paura,","La Paura mise mano alla sua spada,","La Paura impugnò la sua lama,"
fiore_212.csv,"Per soccorer Vergogna, sua vicina.","Per soccorrere la Vergogna, sua vicina.","Per alleviare la Shame, sua prossima."
fiore_212.csv,"A Ben-Cielar diè per sì grande aina,","Ben Cielar subì una così grande ferita,"," che non poteva più camminareBen Cielar soffrì una lesione così grave, da rendere impossibile la sua deambulazione."
fiore_212.csv,Ched e’ fu de la vita inn-aventura.,Che fu la fine della sua vita.,Questo segnò la conclusione della sua esistenza.
fiore_212.csv,Contra lei battaglia poco dura:,Poco dura La battaglia contro di lei:,La lotta contro di lei non è duratura.
